MacroTrends Data Download,,,,,
ANET - Historical Price and Volume Data,,,,,
Note: Historical prices are adjusted for stock splits.,,,,,
,,,,,
"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice.",,,,,
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, ",,,,,
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable",,,,,
for any damages relating to your use of the data provided.,,,,,
,,,,,
,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,
,,,,,
,,,,,
date,open,high,low,close,volume
6/6/2014,13.8125,15,13.75,13.75,29018000
6/9/2014,14.0625,14.25,13.75,13.8,2867600
6/10/2014,13.8125,15,13.8125,15,3947200
6/11/2014,15,15.875,14.6651,15.875,2646400
6/12/2014,15.9125,16.9575,15.7675,16.5,2917200
6/13/2014,17.1175,18,16.75,17.395,4262800
6/16/2014,17.805,17.875,16.9087,17.875,1668000
6/17/2014,17.9725,18.1575,17.25,17.4275,1114400
6/18/2014,17.5175,17.75,16.97,17.24,835200
6/19/2014,17.0075,17.2025,16.1275,16.4175,2606400
6/20/2014,16.2625,17.125,16.125,16.2875,1176000
6/23/2014,16.255,16.8725,16.255,16.4275,466000
6/24/2014,16.5875,16.6875,15.9675,16.07,771200
6/25/2014,15.9525,16.3395,15.5,16.1225,744800
6/26/2014,16.2025,16.2025,15.625,15.9525,388400
6/27/2014,15.9775,15.9775,15.5625,15.6375,978800
6/30/2014,15.5175,16.3,15.5175,15.5975,928000
7/1/2014,16.7425,19.2075,16.525,19,6632800
7/2/2014,19.685,20.1325,18.3,18.8375,4506000
7/3/2014,19.11,19.4068,18.525,19.1025,975600
7/7/2014,18.79,19.3225,18.0075,18.0425,1266400
7/8/2014,17.9825,18.0125,15.785,17.3575,4714800
7/9/2014,17.325,18.225,16.5025,17.975,1488000
7/10/2014,16.88,17.535,16.7809,16.935,1187200
7/11/2014,17.2,17.625,17.0875,17.4075,766800
7/14/2014,17.85,18,17.1325,17.2375,524000
7/15/2014,17.3625,17.6399,16.5,16.6725,904400
7/16/2014,16.7675,17,15.9025,16.1325,990800
7/17/2014,15.9725,16.405,15.7775,15.94,520800
7/18/2014,16.0075,16.225,15.8376,16,494800
7/21/2014,16.0325,16.1825,15.7525,15.8075,574800
7/22/2014,15.94,16.74,15.865,16.3775,943600
7/23/2014,16.4725,16.67,16.1,16.205,591600
7/24/2014,16.2775,16.54,15.9425,16.0625,730400
7/25/2014,16.0375,16.195,15.6275,15.91,462400
7/28/2014,16.13,16.136,15.7575,15.8525,269600
7/29/2014,15.8975,16.0125,15.7875,15.9625,425600
7/30/2014,16.12,16.975,15.9925,16.9475,2432400
7/31/2014,16.585,16.75,16.2775,16.53,1030800
8/1/2014,16.455,16.875,16.3125,16.4025,774800
8/4/2014,16.4975,17.375,16.42,17.3075,1022400
8/5/2014,17.2075,18.25,17.005,18.0225,1609600
8/6/2014,17.845,18.125,17.3825,17.705,902400
8/7/2014,17.9425,18.165,17.796,18.055,1650400
8/8/2014,19.8125,19.97,17.875,18.0075,5705600
8/11/2014,18.1725,18.35,16.8275,17.465,2960400
8/12/2014,17.37,17.9215,17.37,17.7775,892000
8/13/2014,17.785,17.9925,17.3345,17.46,1094000
8/14/2014,17.4325,17.925,17.2,17.7025,1066400
8/15/2014,17.855,17.855,17.345,17.455,566400
8/18/2014,17.7125,17.8425,17.3125,17.6275,703600
8/19/2014,17.685,18.795,17.5413,18.75,1912400
8/20/2014,18.5825,19.3173,18.2252,19.1,1583600
8/21/2014,18.97,19.5975,18.8325,19.3375,1741200
8/22/2014,19.1225,19.24,18.8125,18.905,710400
8/25/2014,19.0125,19.36,18.7025,18.895,709600
8/26/2014,18.86,19.1925,18.6663,19.0425,650800
8/27/2014,18.9975,20.8675,18.9925,20.79,2896800
8/28/2014,20.74,20.9725,20.3925,20.8625,1373200
8/29/2014,21.2225,21.4473,20.685,20.9625,1322000
9/2/2014,21.285,21.67,21.0575,21.525,1318400
9/3/2014,21.79,21.89,21.2275,21.4025,1341200
9/4/2014,21.3525,22.325,21.2975,21.8725,1290800
9/5/2014,21.855,22.8325,21.5325,22.78,939200
9/8/2014,22.7875,23.485,21.4225,21.915,2961600
9/9/2014,22,22.2205,20.945,21.07,1359600
9/10/2014,21.2475,22.21,20.785,22.1875,1323200
9/11/2014,22.025,22.7225,21.91,22.1875,720400
9/12/2014,22.2225,22.3525,21.25,21.5675,780400
9/15/2014,21.83,22.0625,20.635,20.7075,1640000
9/16/2014,20.5675,21.335,20.2,21,1074000
9/17/2014,21.1975,21.485,20.805,20.8775,803200
9/18/2014,21.125,21.61,21.0075,21.5325,942000
9/19/2014,21.735,21.9125,21.225,21.9125,2088800
9/22/2014,21.7225,22.1625,20.89,20.96,1817200
9/23/2014,20.86,21.5775,20.765,21.1175,1179128
9/24/2014,20.8,21.975,20.8,21.7775,1121624
9/25/2014,21.6775,22.11,20.955,21.075,1314460
9/26/2014,21.0875,21.4788,21.085,21.2825,1158376
9/29/2014,21.115,23.4375,21,23.3275,3051288
9/30/2014,23.39,23.71,21.6525,22.0825,4405384
10/1/2014,22.01,22.1325,20.78,21.015,2411000
10/2/2014,21.1125,21.2625,19.905,21.0575,1917416
10/3/2014,21.445,21.7775,20.8675,21.4325,1378688
10/6/2014,21.495,21.645,20.7025,21.17,1445824
10/7/2014,20.7825,21.12,20.5538,20.7025,1800780
10/8/2014,21.0825,22.23,20.76,22.11,2370668
10/9/2014,22.11,22.5625,21.1637,21.455,2084496
10/10/2014,21.1575,21.6775,19.4425,19.5325,5477288
10/13/2014,19.645,19.905,18.3263,18.4225,2416736
10/14/2014,18.5,18.845,17.575,18.38,2784744
10/15/2014,18.25,18.93,17.75,18.7625,2417384
10/16/2014,18.6225,19.055,18.35,18.6425,2346828
10/17/2014,18.9825,19.3725,18.9675,19.18,2592380
10/20/2014,19.355,19.8125,18.855,19.0975,1171944
10/21/2014,19.5775,19.595,19.2025,19.3775,1393228
10/22/2014,19.5,19.5375,17.92,18.045,1995284
10/23/2014,18.3175,18.8475,18.065,18.46,2027996
10/24/2014,18.45,18.7475,18.1875,18.7325,1118276
10/27/2014,18.675,18.675,18.275,18.34,821396
10/28/2014,18.385,18.5765,18.14,18.46,1730504
10/29/2014,18.4625,18.9,18.0575,18.2575,1273980
10/30/2014,18.325,18.75,18.2725,18.4725,1231500
10/31/2014,18.71,20.733,18.65,20.3125,2590484
11/3/2014,21.1875,21.5,20.34,21.4225,2004548
11/4/2014,21.4225,21.8025,20.64,21.5975,2313612
11/5/2014,22.32,22.4725,20.6925,21.03,3035848
11/6/2014,21.355,21.825,20.8,21.8125,2872780
11/7/2014,19.7125,20.2625,19.125,19.4575,6603156
11/10/2014,19.5063,20.085,19.1525,19.1975,3004100
11/11/2014,18.635,19.845,18.5,19.685,5947364
11/12/2014,19.685,19.845,19.125,19.31,2283472
11/13/2014,19.25,19.6875,19.0575,19.2425,1510756
11/14/2014,19.2425,19.435,19.1275,19.4225,1297208
11/17/2014,19.16,19.2875,18.955,19.175,1487076
11/18/2014,19.175,19.3625,19.0775,19.2,1265220
11/19/2014,19.05,19.3275,19.05,19.25,1524984
11/20/2014,19.0925,19.0925,18.6675,18.795,2403820
11/21/2014,18.875,19.0625,18.5125,18.5375,1684744
11/24/2014,18.5625,18.6725,18.165,18.235,1702164
11/25/2014,18.3325,18.7013,18.25,18.435,1687864
11/26/2014,18.725,19.4748,18.6125,19.0375,2111948
11/28/2014,19.17,19.2313,18.89,18.9675,827328
12/1/2014,18.5,18.8375,17.8375,17.895,2934976
12/2/2014,17.8675,18.125,16.895,17.355,4218812
12/3/2014,17.355,18.24,17.3025,18.1575,4330808
12/4/2014,18.175,18.5,17.915,18.3825,1343572
12/5/2014,18.3125,18.625,16.925,17.06,7412144
12/8/2014,16.9025,16.9025,14.79,16.205,11889436
12/9/2014,15.9,16.5875,15.855,16.5475,3008532
12/10/2014,16.495,16.575,16.21,16.2925,2528416
12/11/2014,16.375,17.04,16.375,16.975,2793912
12/12/2014,16.66,17.177,16.5,16.9875,2546284
12/15/2014,16.795,16.9725,16.735,16.8475,1993004
12/16/2014,16.7575,17.215,16.64,17.085,2401752
12/17/2014,17.0375,17.35,16.7075,16.82,2426212
12/18/2014,16.965,17.075,16.5,16.6925,4479136
12/19/2014,16.825,17.23,16.575,16.6325,2518340
12/22/2014,16.525,16.5975,15.9025,16.3175,2950756
12/23/2014,16.335,16.475,15.8625,16.175,2158128
12/24/2014,16.2275,16.3225,16.1025,16.25,1097528
12/26/2014,16.4525,16.4525,15.9725,16.3125,1543488
12/29/2014,16.305,16.41,15.305,15.3925,3068788
12/30/2014,15.2725,15.625,15.0725,15.16,2419136
12/31/2014,15.175,15.4775,15.175,15.19,1428496
1/2/2015,15.19,15.7188,15.04,15.67,1481952
1/5/2015,15.75,16.1875,15.5125,15.95,1876820
1/6/2015,16,16.2275,15.5525,15.9525,1442860
1/7/2015,16.0975,16.375,15.995,16.285,1639868
1/8/2015,16.4275,16.7075,16.214,16.53,1897836
1/9/2015,16.5075,16.6875,16.41,16.605,1011148
1/12/2015,16.52,16.605,16.35,16.5175,1745624
1/13/2015,16.5175,16.5175,16.0025,16.3175,2473112
1/14/2015,16.125,16.285,16,16.265,1400956
1/15/2015,16.3875,16.455,15.7538,15.8025,1761800
1/16/2015,15.62,16.2,15.55,16.135,1473208
1/20/2015,16.135,16.4175,15.9941,16.3675,1125724
1/21/2015,16.3675,16.555,16.0175,16.07,1012948
1/22/2015,16.02,16.1075,15.6875,15.875,1508840
1/23/2015,15.875,16.1725,15.705,15.8525,1881808
1/26/2015,15.8525,16.0875,15.555,16.0875,1246152
1/27/2015,15.9725,16.0288,15.6925,15.905,664852
1/28/2015,16.025,16.5575,15.9275,16.3575,2123284
1/29/2015,16.4525,16.7175,15.415,15.865,2563572
1/30/2015,15.6475,15.8575,15.58,15.78,1827064
2/2/2015,15.74,15.9475,15.375,15.665,1649048
2/3/2015,15.66,15.8325,15.6325,15.6775,966228
2/4/2015,15.375,15.4935,14.95,15.215,2642736
2/5/2015,15.215,15.4895,15.0463,15.125,1002420
2/6/2015,15.1,15.11,14.0275,14.1775,3495924
2/9/2015,14.1275,15,14.1256,15,2439180
2/10/2015,15,16.4875,14.9075,15.7675,4906196
2/11/2015,15.64,15.745,15.1575,15.3775,1364128
2/12/2015,15.4875,15.4875,15.02,15.2475,1587040
2/13/2015,15.24,15.985,15.2188,15.7325,1280444
2/17/2015,15.9575,16.225,15.85,15.9975,916280
2/18/2015,15.965,16.295,15.65,16.295,1451316
2/19/2015,16.3725,17,16.3125,16.9975,4713468
2/20/2015,18.0525,18.5,16.975,17.125,14188168
2/23/2015,17.4875,17.85,17.075,17.2625,4320064
2/24/2015,16.9875,17.125,16.5625,16.5875,7842984
2/25/2015,16.5875,17.02,16.5575,16.7575,3981372
2/26/2015,16.845,17.21,16.7875,17.1925,3372032
2/27/2015,17.2175,17.5,17.125,17.3025,2912504
3/2/2015,17.25,17.4725,17.04,17.2675,2122404
3/3/2015,17.25,17.5,17.0025,17.3475,3115588
3/4/2015,17.19,17.295,16.78,16.855,2492604
3/5/2015,16.9175,17.4025,16.78,17.32,2814168
3/6/2015,17.125,17.2275,16.735,16.9725,2194736
3/9/2015,17.0275,17.2475,16.9225,17.1225,2680048
3/10/2015,16.9875,17.13,16.948,17.005,1446692
3/11/2015,17.165,17.2475,16.935,17.1975,1980712
3/12/2015,17.1025,17.4075,16.9825,17.2325,1715148
3/13/2015,17.185,17.36,17.1375,17.2625,3273096
3/16/2015,17.25,17.925,17.215,17.8825,4921504
3/17/2015,17.9375,18.5575,17.85,18.4125,7540672
3/18/2015,18.58,18.61,18.185,18.5575,3359492
3/19/2015,18.5,18.63,18.15,18.3125,3404624
3/20/2015,18.395,18.43,17.85,17.975,10358104
3/23/2015,17.97,18.3025,17.735,18.1625,2164980
3/24/2015,17.8225,17.9075,17.505,17.53,4287900
3/25/2015,17.6375,17.6875,16.94,17.18,2823368
3/26/2015,16.8475,17.285,16.7325,17.2075,2457212
3/27/2015,17.0475,17.2625,16.88,16.97,1230704
3/30/2015,17.055,17.165,16.775,17.13,1329376
3/31/2015,17.0975,17.6625,16.75,17.6325,2445068
4/1/2015,17.445,17.5413,17.0475,17.405,2449296
4/2/2015,16.8325,16.875,16.38,16.5025,6966796
4/6/2015,16.5375,16.6675,16.3188,16.4475,2553744
4/7/2015,16.5,16.795,16.425,16.54,1641980
4/8/2015,16.5625,16.625,16.2,16.5275,1657040
4/9/2015,16.4325,16.805,16.3125,16.4075,1360748
4/10/2015,16.3825,16.4325,16.0875,16.3125,2189216
4/13/2015,16.3675,16.6725,16.3575,16.535,1681816
4/14/2015,16.5,16.8125,16.5,16.58,1553272
4/15/2015,16.64,16.9475,16.5,16.9475,2107084
4/16/2015,16.8775,16.9187,16.38,16.4175,1934580
4/17/2015,16.3275,16.4225,16.2,16.2425,1954632
4/20/2015,16.3425,16.4215,15.9125,16.2675,2138468
4/21/2015,16.3725,16.81,16.37,16.4675,1726956
4/22/2015,16.465,16.658,16.305,16.5675,1005740
4/23/2015,16.5175,16.725,16.3625,16.5375,1315568
4/24/2015,16.7425,17.365,16.49,16.5975,1277764
4/27/2015,16.6875,16.7375,16.14,16.15,1579316
4/28/2015,16.205,16.5925,15.915,16.4275,1334528
4/29/2015,16.4175,16.535,16.11,16.19,2411480
4/30/2015,16.14,16.25,15.95,16.0025,1399660
5/1/2015,16.02,16.21,15.8125,16.1775,1117540
5/4/2015,16.06,16.3225,15.945,16.1625,1247704
5/5/2015,16.165,16.25,15.875,15.955,1046464
5/6/2015,16,16.1425,15.79,15.8825,1268436
5/7/2015,15.8675,16.3875,15.8675,16.2375,1093100
5/8/2015,16.3,16.5,16.255,16.45,964228
5/11/2015,16.4875,16.9425,16.44,16.9125,1148620
5/12/2015,16.755,16.8645,16.3463,16.4625,3132388
5/13/2015,16.55,16.645,16.5075,16.5775,1836412
5/14/2015,16.7475,17.25,16.525,17.2275,5402872
5/15/2015,16.595,16.85,16.0125,16.355,8506584
5/18/2015,16.35,16.97,16.2813,16.9325,2961720
5/19/2015,16.97,17.1175,16.7625,16.8875,1993476
5/20/2015,16.89,16.98,16.7225,16.87,1930376
5/21/2015,16.875,17.1125,16.7904,16.9775,2046952
5/22/2015,16.97,17.24,16.94,17.2175,1831384
5/26/2015,17.25,17.45,17.08,17.1875,4003812
5/27/2015,17.1275,17.2425,16.985,17.0425,1782912
5/28/2015,17.065,17.35,17,17.2625,1622080
5/29/2015,17.28,17.4775,17.195,17.4775,3181844
6/1/2015,17.4875,17.5,17.31,17.4525,2016060
6/2/2015,17.42,17.9375,17.2825,17.9025,3148632
6/3/2015,18.02,18.7175,17.9381,18.7125,6868368
6/4/2015,18.64,18.735,18.4107,18.4975,2719000
6/5/2015,18.4,19.475,18.375,19.2725,5691956
6/8/2015,19.5375,19.855,19.27,19.6825,4545432
6/9/2015,19.7225,19.9525,19.565,19.945,2651200
6/10/2015,19.945,20.3725,19.64,20.2525,5110656
6/11/2015,20.375,20.4287,19.885,20.085,2409436
6/12/2015,19.9775,20.425,19.6704,20.29,3034048
6/15/2015,20.235,20.9875,20.09,20.81,3972644
6/16/2015,20.86,21.46,20.84,21.2425,3897608
6/17/2015,21.465,21.6575,21.045,21.43,3515592
6/18/2015,21.54,21.97,21.49,21.7675,4280792
6/19/2015,21.75,21.87,21.53,21.6775,4633780
6/22/2015,21.7775,22.075,21.44,21.92,3172912
6/23/2015,21.8875,22.0775,21.725,21.865,2346504
6/24/2015,21.9075,22.14,21.39,21.8025,2964436
6/25/2015,21.915,21.915,21.265,21.34,3197928
6/26/2015,21.1225,21.2075,20.3575,20.56,11294828
6/29/2015,20.25,20.8175,20.135,20.24,4271972
6/30/2015,20.5,20.6288,20.33,20.435,2588104
7/1/2015,20.65,20.875,20.3975,20.46,2397996
7/2/2015,20.5475,20.75,20.3425,20.465,2049852
7/6/2015,20.38,20.56,20.025,20.205,3241096
7/7/2015,20.25,20.483,19.155,19.9625,4025336
7/8/2015,19.8475,19.8475,19.2525,19.3725,2942704
7/9/2015,19.735,19.85,19.5,19.5725,1860916
7/10/2015,19.835,20.1875,19.6875,20.1325,1591484
7/13/2015,20.2975,20.3875,19.6275,19.8675,1970648
7/14/2015,20.0725,20.5175,19.875,20.3875,1913688
7/15/2015,20.34,20.7125,20.3375,20.47,2015156
7/16/2015,20.7,21.1525,20.5075,20.9825,3128016
7/17/2015,21.0725,21.195,20.95,21.175,1858808
7/20/2015,21.25,21.5425,20.87,21.015,2064684
7/21/2015,21.0675,21.17,20.7675,20.895,1399848
7/22/2015,20.7575,21.45,20.67,21.3,2295052
7/23/2015,21.3,22.0625,20.94,21.0475,3271360
7/24/2015,21.225,21.6738,21.125,21.18,1793736
7/27/2015,21.3125,21.3125,20.5675,20.685,1398856
7/28/2015,20.74,20.9725,20.1025,20.1875,2585672
7/29/2015,20.2525,20.48,19.7755,20.1025,2936592
7/30/2015,20.135,21.2625,19.9725,21.2425,2180840
7/31/2015,21.4525,21.4575,20.9125,21.1175,2363808
8/3/2015,21.0725,21.1775,20.8025,21.1575,1597156
8/4/2015,21.035,21.1325,20.5713,20.735,1776456
8/5/2015,20.8025,21.4,20.8025,21.1475,1784020
8/6/2015,21.015,21.2196,20.31,20.395,4807204
8/7/2015,20.665,21.9,20.42,21.02,8985048
8/10/2015,21.125,21.375,20.425,20.88,3169628
8/11/2015,20.6975,20.9025,19.6025,19.88,3172164
8/12/2015,19.78,20.2325,19.5033,20.0875,2391988
8/13/2015,20.1125,20.4925,20.09,20.3475,1309016
8/14/2015,20.305,20.4975,19.9775,20.2,1381012
8/17/2015,19.945,20.6425,19.86,20.495,1336540
8/18/2015,20.4975,20.4975,19.96,19.97,1601792
8/19/2015,19.58,20.145,19.4225,19.885,1582180
8/20/2015,19.815,19.88,18.4975,18.5225,2677484
8/21/2015,18.21,19.075,17.8125,18.4925,3415348
8/24/2015,17.5025,18.84,15.84,17.905,4999508
8/25/2015,18.2975,18.735,18.0025,18.0125,1628472
8/26/2015,18.4175,18.71,18.125,18.6675,2193936
8/27/2015,18.855,19.145,18.5725,18.81,1679560
8/28/2015,19.005,19.225,18.679,19.0925,1181068
8/31/2015,18.98,19.0675,18.555,18.6975,1232712
9/1/2015,18.325,18.63,17.93,17.9775,2517448
9/2/2015,18.385,18.4224,17.625,18.3,2818816
9/3/2015,18.4375,18.715,18.26,18.49,2356760
9/4/2015,18.2825,18.84,18.2825,18.7175,2317764
9/8/2015,18.9175,19.6925,18.85,19.565,3213396
9/9/2015,19.625,19.625,18.4475,18.5075,3187380
9/10/2015,18.4325,18.5975,17.4075,17.47,4683488
9/11/2015,17.2925,17.3025,15.265,16.115,13820756
9/14/2015,16.365,16.62,15.6713,15.7975,6026960
9/15/2015,16.005,16.315,15.51,15.875,3924628
9/16/2015,16,16.0975,15.5468,15.8775,4267456
9/17/2015,15.94,16.5,15.9,16.1825,4476220
9/18/2015,16.0775,16.9825,16.0755,16.72,9194968
9/21/2015,16.93,16.9625,16.2775,16.6675,4557436
9/22/2015,16.4025,16.7475,16.2725,16.59,3831784
9/23/2015,16.57,16.61,16.2475,16.38,3380076
9/24/2015,16.385,16.48,15.9,16.25,4207240
9/25/2015,16.3225,16.4575,15.78,15.875,2878884
9/28/2015,15.875,16.2125,15.3325,15.56,3564536
9/29/2015,15.6325,15.82,15.0238,15.2175,2062396
9/30/2015,15.3,15.3875,15.1225,15.2975,1986152
10/1/2015,15.28,15.4275,14.925,15.25,2839184
10/2/2015,15.1075,15.725,15.095,15.7,2148484
10/5/2015,15.8625,16.1025,15.7875,15.9775,2716312
10/6/2015,15.935,17.25,15.435,16.845,6887948
10/7/2015,16.8375,17.24,16.455,16.7425,3282100
10/8/2015,16.625,16.93,16.3975,16.6875,1796144
10/9/2015,16.7675,16.885,16.3505,16.8025,1596672
10/12/2015,16.815,16.915,16.45,16.65,1997716
10/13/2015,16.4375,17.0075,16.39,16.4175,1972608
10/14/2015,16.445,16.5125,16.2,16.2325,1857488
10/15/2015,16.5575,16.9925,16.42,16.825,1954484
10/16/2015,16.8625,16.9575,16.7,16.9,1125772
10/19/2015,16.8775,16.9775,16.4225,16.4875,1234472
10/20/2015,16.47,16.835,16.07,16.165,2418888
10/21/2015,16.2525,16.3275,15.7475,16.1175,1852732
10/22/2015,16.0975,16.9375,16.0975,16.7825,2062972
10/23/2015,16.95,17.25,16.85,17.1,2432600
10/26/2015,17.05,17.1725,16.85,16.9925,897660
10/27/2015,16.9125,17.18,16.405,16.475,1571204
10/28/2015,16.49,16.7113,16.265,16.5025,2079816
10/29/2015,16.3925,16.47,16.1078,16.29,2341860
10/30/2015,16.4,16.54,16.025,16.1275,1957300
11/2/2015,15.625,15.8125,14.6925,15.475,4709776
11/3/2015,15.475,15.645,15.065,15.5575,3477336
11/4/2015,15.6075,15.8675,15.5605,15.75,2370708
11/5/2015,15.67,15.76,15.3538,15.49,4906848
11/6/2015,16.2625,17.9875,16.2,17.615,12358172
11/9/2015,17.76,18.155,16.385,17.225,4927240
11/10/2015,17.1,17.225,16.95,17.225,1927272
11/11/2015,17.2225,17.2425,16.7875,16.8125,1699496
11/12/2015,16.7425,16.93,16.365,16.47,1843208
11/13/2015,16.39,16.5925,16.165,16.2975,1753652
11/16/2015,16.2775,17,16.2,16.97,1696032
11/17/2015,16.9725,17.4675,16.8975,17.2875,2731848
11/18/2015,17.1825,17.435,17.0913,17.4225,1935596
11/19/2015,17.36,17.9375,17.26,17.8575,2164232
11/20/2015,17.885,18.1825,17.8025,17.855,1994092
11/23/2015,17.825,18.575,17.8175,18.4925,2717944
11/24/2015,18.3475,18.75,18.265,18.67,1933052
11/25/2015,18.63,18.7075,18.255,18.44,1854576
11/27/2015,18.4925,18.4925,18.12,18.25,553276
11/30/2015,18.395,18.495,18.1875,18.38,1662136
12/1/2015,18.4325,18.625,18.05,18.575,1186544
12/2/2015,18.63,18.9775,18.53,18.83,1740080
12/3/2015,18.8375,18.995,18.715,18.805,2166592
12/4/2015,18.7825,18.7963,18.1475,18.55,1095548
12/7/2015,18.4725,18.7225,18.18,18.555,1522956
12/8/2015,18.315,18.4575,17.8925,18.3,1821192
12/9/2015,18.355,18.4475,17.8975,17.96,1191404
12/10/2015,18.125,18.175,17.4425,17.625,1304068
12/11/2015,17.5,17.7063,16.8375,16.885,1977904
12/14/2015,16.945,18.1775,16.9275,17.595,4201576
12/15/2015,17.6775,18.0788,17.5,17.9525,2145576
12/16/2015,17.8275,18.075,17.545,17.9,2951600
12/17/2015,18.02,18.4025,17.875,18.215,2901200
12/18/2015,18.1925,18.25,17.4775,17.5675,13912340
12/21/2015,17.6675,17.9125,17.54,17.89,2014440
12/22/2015,17.8725,18.3925,17.785,18.1875,1956316
12/23/2015,18.3,18.695,18.1875,18.6875,2134832
12/24/2015,18.5975,18.8025,18.5975,18.7525,1092128
12/28/2015,18.6475,19.685,18.6275,19.51,4907820
12/29/2015,19.5,19.86,19.395,19.675,3301328
12/30/2015,19.605,19.845,19.5,19.6875,2640772
12/31/2015,19.555,19.8588,19.4325,19.46,1858200
1/4/2016,19.4625,19.5,18.94,19.35,4153544
1/5/2016,19.545,19.8063,19.3375,19.57,3264828
1/6/2016,19.3825,19.5438,18.055,18.3825,5327904
1/7/2016,18.05,18.115,16.94,17.1875,4023412
1/8/2016,17.46,17.715,17.0475,17.2175,3004228
1/11/2016,17.3725,17.3725,16.5936,17.0025,2369588
1/12/2016,17.205,17.4175,16.2663,16.62,2340236
1/13/2016,16.735,16.98,15.9525,16.1775,2438816
1/14/2016,16.4075,16.5825,15.94,16.3475,2572088
1/15/2016,16.0075,16.28,15.55,16.2125,2585432
1/19/2016,16.375,16.4025,15.4675,15.65,3192128
1/20/2016,15.4075,15.8575,14.8625,15.84,4081944
1/21/2016,15.7875,16.0775,15.5088,15.635,2333452
1/22/2016,15.8275,16.335,15.8104,16.0825,1981468
1/25/2016,16.0825,16.0875,14.9575,14.975,4422036
1/26/2016,15.01,15.345,14.635,15.0025,4113404
1/27/2016,15.375,15.5906,15.185,15.2125,2740712
1/28/2016,15.3375,15.4075,14.5875,14.8625,3181000
1/29/2016,14.99,15.045,14.775,15.0075,3181840
2/1/2016,14.89,14.89,14.2525,14.815,3972624
2/2/2016,14.75,15.1875,13.38,14.41,6675996
2/3/2016,14.695,15.62,14.625,15.4875,5718420
2/4/2016,15.4675,15.8199,15.3975,15.5925,2813236
2/5/2016,15.5125,15.5125,14.7575,14.805,2795144
2/8/2016,14.57,14.6175,13.1675,13.49,5231948
2/9/2016,13.3875,13.7488,13.1263,13.25,3923616
2/10/2016,13.3825,13.795,13.2119,13.3925,2881036
2/11/2016,13.2825,13.725,13.1925,13.5925,3337988
2/12/2016,13.75,14.175,13.6675,14.06,1876968
2/16/2016,14.275,14.8325,14.275,14.7875,3843812
2/17/2016,14.875,15.28,14.7175,14.965,3079976
2/18/2016,15.035,15.095,14.4325,14.5375,6665756
2/19/2016,15.4975,16.8125,15.3925,16.25,17269204
2/22/2016,16.5,16.6675,16.2625,16.35,3541516
2/23/2016,16.475,16.765,16.2625,16.49,2804904
2/24/2016,16.5875,16.8825,16.2675,16.8575,3214796
2/25/2016,16.93,17.2175,16.6325,16.915,2412752
2/26/2016,16.875,17.3425,16.8075,17.255,2850728
2/29/2016,17.2525,17.4975,17.125,17.135,2516520
3/1/2016,17.1925,17.3175,16.6876,17.31,2231204
3/2/2016,17.0225,17.0475,16.5625,16.675,3738960
3/3/2016,16.56,16.898,16.2888,16.775,4019288
3/4/2016,16.785,16.925,16.0575,16.0625,3979092
3/7/2016,16.04,16.4075,15.765,16.1,8254292
3/8/2016,16.0475,16.115,15.44,15.47,3379720
3/9/2016,15.6325,16.0225,15.485,15.935,2950220
3/10/2016,15.9025,16.275,15.09,15.2775,4194712
3/11/2016,15.355,15.7575,15.3,15.7025,2662548
3/14/2016,15.455,15.455,13.9125,14.1325,13004900
3/15/2016,14.1325,14.33,14.005,14.025,4733092
3/16/2016,13.88,14.5825,13.7503,14.44,4775328
3/17/2016,14.385,14.7575,14.0625,14.6275,3291628
3/18/2016,14.615,14.87,14.52,14.5925,3457576
3/21/2016,14.6875,15.3325,14.5675,15.2,5484896
3/22/2016,15.0225,15.1648,14.8525,14.8775,2827880
3/23/2016,14.87,15.1725,14.75,14.8675,2867060
3/24/2016,14.6825,14.9875,14.605,14.7525,1828908
3/28/2016,14.835,14.9725,14.61,14.77,2314080
3/29/2016,14.7975,15.6025,14.4725,15.4725,4297516
3/30/2016,15.6725,15.695,15.2875,15.6025,3792552
3/31/2016,15.585,15.9938,15.4425,15.775,2433172
4/1/2016,15.5925,15.75,15.15,15.535,3386612
4/4/2016,15.55,15.9475,15.4875,15.8425,2378200
4/5/2016,15.7675,15.875,15.4475,15.655,2402816
4/6/2016,15.73,16.25,15.56,16.235,2887832
4/7/2016,16.17,16.3,15.8,16.03,2684424
4/8/2016,16.135,16.5475,15.9975,16.2525,2217956
4/11/2016,16.24,16.3,15.88,15.89,1854296
4/12/2016,15.785,15.8985,15.3875,15.4675,2606372
4/13/2016,15.645,16.19,15.4727,16.1675,1793076
4/14/2016,16.1,16.24,15.7649,16.1225,1132040
4/15/2016,15.9675,16.005,15.6625,15.8475,1879836
4/18/2016,15.745,16.19,15.6,15.97,1899236
4/19/2016,15.785,15.9558,15.55,15.7625,2582796
4/20/2016,15.72,16.0613,15.4575,15.9875,1368116
